# Kendi eklediginiz kelimeler buraya. Format: latin<TAB>osmanlica<TAB>koken(ar/fa/tr)
# örnek satir: (basindaki # isaretini kaldirip kullanin)
# yeni_kelime	يڭی كلمه	tr
cedvel	جدول	ar
cedâvil	جداول	ar
cedî	جدی	ar
cedîd	جدید	ar
cedîde	جدیده	ar
cefcâf	جفجاف	fa
ceffelkalem	جف القلم	ar
cefr	جفر	ar
cefâ	جفا	ar
cefâcû	جفاجو	ar-fa
cefâdîde	جفادیده	ar-fa
cefâkeş	جفاکش	ar-fa
cefâkâr	جفاکار	ar-fa
cefâkârî	جفاکاری	ar-fa
cefâpîşe	جفاپيشه	ar-fa
cehd	جهد	ar
cehele	جهله	ar
cehennemî	جهنمی	ar-fa
cehl	جهل	ar
cehren	جهرا	ar
cehâlet	جهالت	ar
celb	جلب	ar
celbnâme	جلب نامه	ar-fa
celeb	جلب	ar
celesât	جلسات	ar
cellâd	جلاد	ar
cellâdî	جلادی	ar-fa
celse	جلسه	ar
celâdet	جلادت	ar
celâl	جلال	ar
celîl	جليل	ar
celîs	جليس	ar
cem'	جمع	ar
cem'an	جمعا	ar
cem'iyyet	جمعيت	ar
cem'iyyât	جمعيات	ar
cemel	جمل	ar
cemil	جميل	ar
cemiyet	جمعيت	ar
cemm	جم	ar
cemâd	جماد	ar
cemâdât	جمادات	ar
cemâhîr	جماهير	ar
cemâl	جمال	ar
cemî'	جميع	ar
cemîle	جميله	ar
cenb	جنب	ar
cendere	جندره	ar
ceng	جنگ	fa
cengcû	جنگجو	fa
cengel	جنگل	fa
cengâver	جنگاور	fa
cengâverî	جنگاوری	fa
cennet	جنت	ar
cennetmekân	جنت مکان	ar
cennât	جنات	ar
cenâb	جناب	ar
cenâbet	جنابت	ar
cenâh	جناح	ar
cenûb	جنوب	ar
cenûbî	جنوبی	ar
cerbeze	جربزه	ar
ceres	جرس	ar
cereyân	جریان	ar
cerge	جرگه	fa
cerh	جرح	ar
cerrâh	جراح	ar
cerâd	جراد	ar
cerâhat	جراحت	ar
cerâid	جرائد	ar
cerâim	جرائم	ar
cerîde	جریده	ar
cerîha	جریحه	ar
cerîme	جریمه	ar
cesâmet	جسامت	ar
cesâret	جسارت	ar
cesîm	جسيم	ar
cesîmülcüsse	جسيم الجثه	ar
cesûr	جسور	ar
cev	جو	fa
cevdet	جودت	ar
cevelân	جولان	ar
cevelângâh	جولانگاه	ar-fa
cevf	جوف	ar
cevher	جوهر	ar
cevherfürûş	جوهرفروش	ar-fa
cevherî	جوهری	ar
cevir	جور	ar
cevr	جور	ar
cevv	جو	ar
cevvâl	جوال	ar
cevvî	جوی	ar
cevzâ	جوزاء	ar
cevâb	جواب	ar
cevâben	جوابا	ar
cevâd	جواد	ar
cevâhir	جواهر	ar
cevâmi'	جوامع	ar
cevâmid	جوامد	ar
cevâmîs	جواميس	ar
cevân	جوان	fa
cevânib	جوانب	ar
cevârî	جواری	ar
cevâz	جواز	ar
cevîn	جوین	fa
cevşen	جوشن	fa
ceyb	جيب	ar
ceyyid	جيد	ar
ceyş	جيس	ar
cezb	جذب	ar
cezbe	جذبه	ar
cezer	جزر	ar
cezm	جزم	ar
cezzâb	جذاب	ar
cezâ	جزاء	ar
cezâir	جزائر	ar
cezâlet	جزالت	ar
cezîre	جزیره	ar
cibillet	جبلت	ar
cibilliyet	جبليت	ar
cibilliyetsiz	جبلتسز	ar-tr
cibâl	جبال	ar
cidden	جدا	ar
ciddiyyet	جدیت	ar
ciddî	جدی	ar
cidâl	جدال	ar
cidâlcû	جدال جو	ar-fa
cidâr	جدار	ar
ciger	جگر	fa
cigergûşe	جگرگوشه	fa
cigerpâre	جگرپاره	fa
cigersûz	جگرسوز	fa
cihandar	جهاندار	fa
cihandîde	جخان دیده	fa
cihangîr	جهانگير	fa
cihangîrî	جهانگيری	fa
cihannüma	جهان نما	fa
cihet	جهت	ar
cihâd	جهاد	ar
cihân	جهان	fa
cihângüşâ	جهانگشا	fa
cihânâferîn	جهان آفرین	fa
cihânî	جهانی	fa
cihâr	چهار	fa
cihâren	جهارا	ar
cihât	جهات	ar
cihâz	جهاز	ar
cild	جلد	ar
cilve	جلوه	ar
cilveger	جلوه گر	ar-fa
cilvegâh	جلوه گاه	ar-fa
cilvesâz	جلوه ساز	ar-fa
cilâ	جلاء	ar
cilâdar	جلادار	ar-fa
cimâ'	جماع	ar
cinayetkâr	جنایتکار	ar-fa
cindar	جندار	ar-fa
cinnet	جنت	ar
cins	جنس	ar
cinsî	جنسی	ar
cinâ'î	جنائی	ar
cinân	جنان	ar
cinâze	جنازه	ar
cirm	جرم	ar
cism	جسم	ar
cismen	جسما	ar
cismânî	جسمانی	ar
cisr	جسر	ar
civan	جوان	fa
civanbaht	جوان بخت	fa
civânmerd	جوانمرد	fa
civânân	جوانان	fa
civânî	جوانی	fa
civâr	جوار	ar
cizye	جزیه	ar
cum'a	جمعه	ar
cumhûr	جمهور	ar
cumhûriyyet	جمهوریت	ar
cumhûrî	جمهوری	ar
cuğd	جغد	ar
câ	جا	fa
câbecâ	جابجا	fa
câbir	جابر	ar
câdde	جاده	ar
câdû	جادو	fa
câdûger	جادوگر	fa
câh	جاه	fa
câhid	جاهد	ar
câhil	جاهل	ar
câhilâne	جاهلانه	ar-fa
câiz	جائز	ar
câize	جائزه	ar
câlib	البج	ar
câm	جام	fa
câme	جامه	fa
câmedân	جامه دان	fa
câmegî	جامگی	fa
câmekan	جامکان	fa
câmeşûy	جامه شوی	fa
câmi'	جامع	ar
câmia	جامعه	ar
câmid	جامد	ar
câmûs	جاموس	ar
cân	جان	fa
cânbâz	جانباز	fa
cândâr	جاندار	fa
cânefzâ	جان افزا	fa
cânfersâ	جان فرسا	fa
cânfezâ	جان فزا	fa
cânfeşân	جان فشان	fa
cângüdâz	جان گداز	fa
cânib	جانب	ar
cânişin	جانشين	fa
cânnisâr	جان نثار	fa-ar
cânsiperâne	جان سپرانه	fa
cânsipâr	جان سپار	fa
cânsitân	جان ستان	fa
cânver	جان ور	fa
cânâ	جانا	fa
cânân	جانان	fa
cânâne	جانانه	fa
câr	جار	ar
câriha	جارحه	ar
câriye	جاریه	ar
cârû	جارو	fa
cârûb	جاروب	fa
câsûsî	جاسوسی	ar-fa
câvid	جاود	fa
câvidân	جاودان	fa
cây	جای	fa
câygâh	جایگاه	fa
câyi'	جایع	ar
câynişîn	جاینشين	fa
câzib	جاذب	ar
câzibe	جاذبه	ar
câzibiyyet	جاذبيت	ar
cîfe	جيفه	ar
cîve	جيوه	fa
cû	جو	fa
cû'	جوش	ar
cûce	جوجه	fa
cûd	جود	ar
cûlâh	جولاه	fa
cûy	جوی	fa
cûybâr	جویبار	fa
cûyende	جوینده	fa
cûş	جوش	fa
cûşiş	جوشش	fa
cûşâcûş	جوشاجوش	fa
cûşân	جوشان	fa
cübn	جبن	ar
cüdrân	جدران	ar
cüdâ	جدا	fa
cüdâyî	جدایی	fa
cüft	جفت	fa
cüfte	جفته	fa
cühelâ	جهلاء	ar
cühhâl	جهال	ar
cüllâh	جلاه	ar
cülûs	جلوس	ar
cülûsiyye	جلوسيه	ar
cümcüme	جمجمه	ar
cümel	جمل	ar
cümle	جمله	ar
cümûd	جمود	ar
cünbiş	جنبش	fa
cünbân	جنبان	fa
cünd	جند	ar
cündî	جندی	ar
cündîlik		ar-tr
cünha	جنحه	ar
cünûd	جنود	ar
cürm	جرم	ar
cürûf	جروف	ar
cüsse	جثه	ar
cüstücû	جست و جو	fa
cüvâl	جوال	fa
cüz'	جزء	ar
cüz'iyyât	جزئيات	ar
cüz'î	جزئی	ar
cüzdan	جزئدان	ar-fa
cüzâm	جذام	ar
dahl	دخل	ar
dahme	ضخمه	fa
dakâyık	دقایق	ar
dakîk	دقيق	ar
dakîka	دقيقه	ar
dalâlet	ضلالت	ar
darabân	ضربان	ar
darabât	ضربات	ar
darb	ضرب	ar
darbe	ضربه	ar
darbhâne	ضرب خانه	ar
darbımesel	ضرب مثل	ar-fa
darîr	ضریر	ar
davet	دعوت	ar
davâ	دعوی	ar
dağal	دغل	fa
dağalbâz	دغل باز	fa
dağdağa	دغدغه	ar
debbağ	دباغ	ar
debdebe	دبدبه	ar
debir	دبير	fa
ded	دد	fa
def	دف	fa
def'	دفع	ar
def'a	دفعه	ar
defaât	دفعات	ar
define	دفينه	ar
defn	دفن	ar
defter	دفتر	ar
defterdâr	دفتردار	ar-fa
defzen	دفزن	ar-fa
defâin	دفائن	ar
defâtir	دفاتير	ar
deh	ده	fa
dehen	دهن	fa
dehliz	دهليز	ar
dehr	دهر	ar
dehriyye	دهریه	ar
dehrî	دهری	ar
dehâ	دها	ar
dehâlet	دخالت	ar
dehâlîz	دهاليز	ar
dehân	دهان	fa
dehânbeste	دهان بسته	fa
dehşetengîz	دهشت انگيز	ar-fa
dehşetâver	دهشت آور	ar-fa
dekâkîn	دکاکين	ar
delk	دلق	fa
dellâk	دلاک	ar
dellâl	دلال	ar
delv	دلو	ar
delâil	دلائل	ar
delîl	دليل	ar
dem	دم	ar
dembedem	دمبدم	fa
demsâz	دمساز	fa
demâdem	دمادم	fa
dendân	دندان	fa
denâet	دنائت	ar
denî	دنی	ar
der	در	fa
derakab	درعقب	fa-ar
derbeder	دربدر	fa
derbend	دربند	fa
derbân	دربان	fa
derbâr	دربار	fa
derc	درج	ar
derd	درد	fa
derdest	دردست	fa
derdiser	درد سر	fa
derdmend	دردمند	fa
derdâ	دردا	fa
derece	درجه	ar
derecât	درجات	ar
dereke	درکه	ar
derekât	درکات	ar
derende	درنده	fa
dergâh	درگاه	fa
derhor	درخور	fa
derhâl	درحال	fa-ar
derhâst	درخواست	fa
derhâtır	در خاطر	fa-ar
derk	درک	ar
derkenâr	درکنار	fa-ar
dermeyân	درميان	fa
dermân	درمان	fa
dermânde	درمانده	fa
derpîş	درپيش	fa
derre	دره	fa
derrâk	دراک	ar
dersaadet	در سعادت	fa-ar
dershân	درسخوان	ar-fa
dervâze	دروازه	fa
dervîş	درویش	fa
dervîşân	درویشان	fa
derya	لب دریا	fa
deryâ	دریا	fa
deryâdil	دریادل	fa
deryâneverd	دریانورد	fa
derzî	درزی	fa
derâhim	دراهم	ar
derâmed	در آمد	fa
derâz	دراز	fa
derîçe	دریچه	fa
derûn	درون	fa
derûnî	درونی	fa
dessâs	دساس	ar
dest	دست	fa
destbedest	دست بدست	fa
destbûs	دست بوس	fa
destbûsî	دست بوسی	fa
deste	دسته	fa
destere	دستره	fa
destgâh	دستگاه	fa
destgîr	دستگير	fa
destkâr	دستکار	fa
destmâl	دستمال	fa
destmüzd	دست مزد	fa
destres	دسترس	fa
destân	دستان	fa
destâr	دستار	fa
destâvîz	دستاویز	fa
destî	دستی	fa
destûr	دستور	fa
desâis	دسائس	ar
desîse	دسيسه	ar
desîsekâr	دسيسه کار	ar-fa
deverân	دوران	ar
devlet	دولت	ar
devr	دور	ar
devre	دوره	ar
devrân	دوران	ar
devâ	دواء	ar
devâbb	دواب	ar
devâir	دوائر	ar
devâm	دوام	ar
devâsâz	دواساز	ar-fa
devât	دوات	ar
devâvîn	دواوین	ar
dey	دی	fa
deyn	دین	ar
deyr	دیر	ar
deâvî	دعاوی	ar
deşne	دشنه	fa
deşt	دشت	fa
dicâce	دجاجه	ar
diger	دگر	fa
dih	ده	fa
dihhodâ	دهخدا	fa
dihkân	دهقان	fa
dihât	دهات	fa
dikkat	دقت	ar
dil	دل	fa
dilbend	دلبند	fa
dilber	دلبر	fa
dilbeste	دلبسته	fa
dilbâz	دلباز	fa
dilcû	دلجو	fa
dildâde	دل داده	fa
dildâr	دلدار	fa
dildüzd	دل دزد	fa
dilefgâr	دل افگار	fa
dilefrûz	دل افروز	fa
dilfigâr	دل فگار	fa
dilfirîb	دل فریب	fa
dilgîr	دلگير	fa
dilgüdâz	دل گداز	fa
dilgüşâ	دلگشا	fa
dilhaste	دلخواسته	fa
dilhâh	دلخواه	fa
dilhûn	دلخون	fa
dilhırâş	دل خراش	fa
dilkeş	دلکش	fa
dilnişîn	دلنشين	fa
dilnüvaz	دل نواز	fa
dilpesend	دل پسند	fa
dilrübâ	دلربا	fa
dilsûhte	دل سوخته	fa
dilsûz	دلسوز	fa
dilteng	دل تنگ	fa
dilteşne	دل تشنه	fa
dilârâ	دل آرا	fa
dilâver	دلاور	fa
dilâvîz	دلاویز	fa
dilâzâr	دل آزار	fa
dilâzürde	دل آزرده	fa
dilâşûb	دل آشوب	fa
dilîr	دلير	fa
dilşiken	دل شکن	fa
dilşikeste	دل شکسته	fa
dilşikâr	دل شکار	fa
dilşâd	دلشاد	fa
dimâğ	دماغ	ar
dindârî	دینداری	ar-fa
diraht	درخت	fa
dirahşân	درخشان	fa
direfş	درفش	fa
direm	درم	fa
dirîğ	دریغ	fa
dirîğâ	دریغا	fa
diyâr	دیار	ar
dizdâr	دزدار	fa
dost	دوست	fa
dostkâm	دوستکام	fa
dostâne	دوستانه	fa
dostî	دوستی	fa
duht	دخت	fa
duhter	دختر	fa
duhân	دخان	ar
duhûl	دخول	ar
duhûliye	دخوليه	ar
dumûr	دمور	ar
durûd	درود	fa
duâgû	دعاگو	ar-fa
dâ'ussıla	داء الصله	ar
dâ'î	داعی	ar
dâd	داد	fa
dâdgâh	دادگاه	fa
dâdhâh	دادخواه	fa
dâdres	دادرس	fa
dâdû	دادو	fa
dâdüferyâd	دادوفریاد	fa
dâdüsited	داد و ستد	fa
dâfi'	دافع	ar
dâhil	داخل	ar
dâhile	داخله	ar
dâhilen	داخلا	ar
dâhiliye	داخليه	ar
dâhilî	داخلی	ar
dâhî	داهی	ar
dâim	دائم	ar
dâimî	دائمی	ar
dâir	دائر	ar
dâire	دائره	ar
dâirenmâdâr	دائرا مادار	ar
dâirevî	دائروی	ar
dâirezen	دائره زن	ar-fa
dâiye	داعيه	ar
dâll	دال	ar
dâlle	ضاله	ar
dâm	دام	fa
dâmen	دامن	fa
dâmenbûs	دامن بوس	fa
dâmene	دامنه	fa
dâmengîr	دامن گير	fa
dâmenâlûde	دامن آلوده	fa
dâmgâh	دامگاه	fa
dâmâd	داماد	fa
dâmân	دامان	fa
dân	دان	fa
dâne	دانه	fa
dânende	داننده	fa
dâng	دانگ	fa
dâniş	دانش	fa
dânişgâh	دانشگاه	fa
dânişmend	دانشمند	fa
dânişver	دانشور	ar
dânişâmûz	دانش آموز	fa
dânâ	دانا	fa
dâr	دار	ar
dârende	دارنده	fa
dârâ	دارا	fa
dârçîn	دارچين	fa
dârû	دارو	fa
dârûhâne	داروخانه	fa
dârülaceze	دارالعجزه	ar
dârülbedâyi	دارالبدایع	ar
dârülelhân	دارالالحان	ar
dârüleytâm	دارالایتام	ar
dârülfünun	دارالفنون	ar
dârülhilâfe	دارالخلافه	ar
dârülkütüb	دارالکتب	ar
dârülmuallimât	دارالمعلمات	ar
dârülmuallimîn	دارالمعلمين	ar
dârülmülk	دارالملک	ar
dârülvilâde	دارالولاده	ar
dârüssaltana	دارالسلطنه	ar
dârüsselam	دارالسلام	ar
dâs	داس	fa
dâstân	داستان	fa
dâstânî	داستانی	fa
dâver	داور	fa
dâye	دایه	fa
dâyin	داین	ar
dâğ	داغ	fa
dî	دی	fa
dîbâ	دیبا	fa
dîbâce	دیباجه	fa
dîde	دیده	fa
dîdegân	دیدگان	fa
dîdâr	دیدار	fa
dîg	دیگ	fa
dîgergûn	دگرگون	fa
dîgerkâm	دیگرکام	fa
dînen	دینا	ar
dînî	دینی	ar
dîr	دیر	fa
dîrîn	دیرین	fa
dîrîne	دیرینه	fa
dîvân	دیوان	ar
dîvâne	دیوانه	fa
dîvânegî	دیوانگی	fa
dîvâr	دیوار	fa
dîşeb	دیشب	fa
dûd	دود	ar
dûde	دوده	fa
dûdmân	دودمان	fa
dûn	دون	ar
dûnperver	دون پرور	ar-fa
dûr	دور	fa
dûrbîn	دوربين	fa
dûrendîş	دوراندیش	fa
dûrî	دوری	fa
dûst	دوست	fa
dûzah	دوزخ	fa
dûçâr	دچار	fa
dûğ	دوغ	fa
dûş	دوش	fa
dûşîze	دوشيزه	fa
dü	دو	fa
dübb	دب	ar
dübâre	دوباره	fa
dübür	دبر	ar
dücâce	دجاجه	ar
düdil	دودل	fa
dühûr	دهور	ar
dühül	دهل	fa
düm	دم	fa
dümbâl	دنبال	fa
dümel	دمل	ar
dümûy	دوموی	fa
dünbek	دنبک	fa
dünbâl	دنبال	fa
dünyevî	دنيوی	ar
dünyâperest	دنياپرست	ar-fa
dünîm	دونيم	fa
dürc	درج	ar
dürd	درد	fa
dürdkeş	دردکش	fa
dürdâne	دردانه	ar-fa
dürer	درر	ar
dürr	در	ar
dürre	دره	ar
dürû	دورو	fa
dürûs	دروس	ar
dürûğ	دروغ	fa
dürûğzen	دروغ زن	fa
dürüst	درست	fa
dürüşt	درشت	fa
düstûr	دستور	ar
düvel	دول	ar
düvist	دویست	fa
düvâzdeh	دوازده	fa
düvüm	دوم	fa
düyûn	دیون	ar
düzd	دزد	fa
düzdî	دزدی	fa
düzdîde	دزدیده	fa
düşenbe	دوشنبه	fa
düşine	دوشينه	fa
düşmen	دشمن	fa
düşnâm	دشنام	fa
düşvâr	دشوار	fa
dıl'	ضلع	ar
dırâz	دراز	fa
eamm	اعم	ar
eazz	اعز	ar
eb	اب	ar
eb'ad	ابعد	ar
eb'âd	ابعاد	ar
ebced	ابجد	ar
ebcedhân	ابجدخوان	ar-fa
ebdâl	ابدال	ar
ebdân	ابدان	ar
ebed	ابد	ar
ebeden	ابدا	ar
ebediyyen	ابدیا	ar
ebedî	ابدی	ar
ebeveyn	ابوین	ar
ebhâr	ابحار	ar
ebhâs	ابحاث	ar
ebkem	ابکم	ar
eblak	ابلق	ar
ebleh	ابله	ar
eblehî	ابلهی	ar-fa
ebniye	ابنيه	ar
ebnâ	ابنا	ar
ebr	ابر	fa
ebred	ابرد	ar
ebreş	ابرش	ar
ebrişüm	ابریشم	fa
ebrâlûd	ابرآلود	fa
ebrâr	ابرار	ar
ebrû	ابرو	fa
ebsâr	ابصار	ar
ebvâb	ابواب	ar
ebyaz	ابيض	ar
ebyât	ابيات	ar
ebâbil	ابابيل	ar
ebâtil	اباطل	ar
ebî	ابی	ar
ebülbeşer	ابوالبشر	ar
ecdâd	اجداد	ar
ecel	اجل	ar
ecell	اجل	ar
echel	اجهل	ar
echelüminkaragöz	اجهل من قره گوز	ar-tr
ecir	اجر	ar
ecnebî	اجنبی	ar
ecnâs	اجناس	ar
ecr	اجر	ar
ecrâm	اجرام	ar
ecsâd	اجساد	ar
ecsâm	اجسام	ar
ecvef	اجوف	ar
ecvibe	اجوبه	ar
eczâ	اجزا	ar
eczâhâne	اجزاخانه	ar-fa
ecânib	اجانب	ar
ed'iye	ادعيه	ar
edeb	ادب	ar
edevât	ادوات	ar
edille	ادله	ar
ednâ	ادنی	ar
edviye	ادویه	ar
edvâr	ادوار	ar
edyân	ادیان	ar
edyâr	ادیار	ar
edâ	ادا	ar
edîb	ادیب	ar
edîbe	ادیبه	ar
edîm	ادیم	ar
ef'âl	افعال	ar
ef'î	افعی	ar
efdal	افضل	ar
efgân	افغان	fa
efkâr	افکار	ar
eflâk	افلاک	ar
efrenc	افرنج	ar
efrâd	افراد	ar
efser	افسر	fa
efsun	افسون	fa
efsunger	افسونگر	fa
efsâne	افسانه	fa
efsâr	افسار	fa
efsûs	افسوس	fa
efsürde	افسرده	fa
efvâc	افواج	ar
efvâh	افواه	ar
efyûn	افيون	fa
efzâr	افزار	fa
efzâyiş	افزایش	fa
efzûn	افزون	fa
efâzıl	افاضل	ar
efşüre	افشره	fa
eger	اگر	fa
ehad	احد	ar
ehadiyyet	احدیت	ar
ehass	اخص	ar
ehdâf	اهداف	ar
ehemm	اهم	ar
ehemmiyyet	اهميت	ar
ehibbâ	احبا	ar
ehil	اهل	ar
ehl	اهل	ar
ehliyyet	اهليت	ar
ehrimen	اهرمن	fa
ehrâm	اهرام	ar
ehsâs	احساس	ar
ehven	اهون	ar
ehzâb	احزاب	ar
ehâdîs	احادیث	ar
ehâlî	اهالی	ar
eimme	ائمه	ar
eizze	اعزه	ar
ejder	اژدر	fa
ejderhâ	اژدرها	fa
ekall	اقل	ar
ekalliyet	اقليت	ar
ekber	اکبر	ar
ekdâr	اکدار	ar
ekfân	اکفان	ar
ekhâl	اکحال	ar
ekl	اکل	ar
ekmel	اکمل	ar
eknâf	اکناف	ar
eknûn	اکنون	fa
ekrem	اکرم	ar
ekser	اکثر	ar
ekseriyyet	اکثریت	ar
ekseriyyâ	اکثریا	ar
ekserî	اکثری	ar
ektâf	اکتاف	ar
ekvân	اکوان	ar
ekyâl	اکيال	ar
ekzeb	اکذب	ar
ekâbir	اکابر	ar
ekâlîm	اقاليم	ar
ekârib	اقارب	ar
ekâvîl	اقاویل	ar
ekîd	اکيد	ar
ekîden	اکيدا	ar
ekûl	اکول	ar
el'an	الآن	ar
elaman	الامان	ar
elbise	البسه	ar
elem	الم	ar
elemzede	الم زده	ar-fa
elf	الف	ar
elfâz	الفاظ	ar
elhâc	الحاج	ar
elhân	الحان	ar
elhâsıl	الحاصل	ar
elifba	الفبا	ar
elkıssa	القصه	ar
elsine	السنه	ar
eltâf	الطاف	ar
elvedâ	الوداع	ar
elviye	الویه	ar
elvân	الوان	ar
elyevm	اليوم	ar
elyâf	الياف	ar
elzem	الزم	ar
elîm	اليم	ar
elîme	اليمه	ar
em'â	امعا	ar
emaret	امارت	ar
emced	امجد	ar
emel	امل	ar
emhâl	امهال	ar
emhâr	امهار	ar
emir	امر	ar
emirnâme	امرنامه	ar-fa
emkine	امکنه	ar
emlâk	املاک	ar
emmâre	اماره	ar
emn	امن	ar
emniyyet	امنيت	ar
emr	امر	ar
emred	امرد	ar
emrâz	امراض	ar
emsile	امثله	ar
emsâl	ضروب امثال	ar-fa
emtia	امتعه	ar
emvâc	امواج	ar
emvâl	اموال	ar
emvât	اموات	ar
emzice	امزجه	ar
emâkin	اماکن	ar
emân	امان	ar
emânet	امانت	ar
emânetdâr	امانت دار	ar-fa
emâre	اماره	ar
emârât	امارات	ar
emîn	امين	ar
emîr	امير	ar
enbiyâ	انبيا	ar
enbân	انبان	fa
enbâr	انبار	fa
enbîk	انبيق	ar
enbûh	انبوه	fa
encâm	انجام	fa
encîr	انجير	fa
encüm	انجم	ar
encümen	انجمن	fa
endek	اندک	fa
ender	اندر	ar
enderûn	اندرون	fa
enderü'l-vukû	اندرالوقوع	ar
endâm	اندام	fa
endâze	اندازه	fa
endîşe	اندیشه	fa
endîşnâk	اندیشناک	fa
endûh	اندوه	fa
ene	انا	ar
enf	انف	ar
enfes	انفس	ar
enfâs	انفاس	ar
enfüs	انفس	ar
engâr	انگار	fa
engûr	انگور	fa
engübin	انگبن	fa
engüşt	انگشت	fa
engüşter	انگشتر	fa
engüştnümâ	انگشت نما	fa
enhâr	انهار	ar
enkâz	انقاض	ar
enmûzec	انموزج	ar
ensice	انسجه	ar
ensâb	انساب	ar
ensâc	انساج	ar
ensâl	انسال	ar
ensâr	انصار	ar
enver	انور	ar
envâ'	انواع	ar
envâr	انوار	ar
enzâr	انظار	ar
enâm	انام	ar
enîn	انين	ar
enîs	انيس	ar
erba'	اربع	ar
erba'a	اربعه	ar
erbain	اربعين	ar
erbâb	ارباب	ar
erc	ارج	fa
ercmend	ارجمند	fa
ercümend	ارجمند	fa
erfa'	فع ار	ar
erganun	ارغنون	fa
ergevân	ارغوان	fa
erguvân	ارغوان	fa
erguvânî	ارغوانی	fa
eriş	ارش	fa
erkâm	ارقام	ar
erkân	ارکان	ar
ermeğân	ارمغان	fa
erneb	ارنب	ar
erre	اره	fa
ervâh	ارواح	ar
erz	ارز	fa
erzen	ارزن	fa
erziş	ارزش	fa
erzâk	ارزاق	ar
erzân	ارزان	fa
erzânî	ارزانی	fa
erzîz	ارزیز	fa
erâcîf	اراجيف	ar
erâmil	ارامل	ar
erâzil	اراذل	ar
erâzî	اراضی	ar
erîke	اریکه	ar
es'ad	اسعد	ar
es'ile	اسئله	ar
es'âr	اسعار	ar
esb	اسب	fa
esbak	اسبق	ar
esbâb	اسباب	ar
esed	اسد	ar
esef	اسف	ar
esefnâk	اسفناک	ar-fa
esefâ	اسفا	ar
eser	اثر	ar
esfel	اسفل	ar
esfâr	اسفار	ar
eshel	اسهل	ar
eshiyâ	اسخيا	ar
eshâb	اصحاب	ar
eshâm	اسهام	ar
eshâr	اسحار	ar
esliha	اسلحه	ar
eslâf	اسلاف	ar
esmer	اسمر	ar
esmâ	اسما	ar
esmân	اثمان	ar
esmâr	اثمار	ar
esnâ	اثنا	ar
esnâf	اصناف	ar
esnâm	اصنام	ar
esnân	اسنان	ar
esra'	اسرع	ar
esrarkeş	اسرارکش	ar-fa
esrâr	اسرار	ar
esrârengîz	اسرارانگيز	ar-fa
ester	استر	fa
esved	اسود	ar
esvâb	اثواب	ar
esvât	اصوات	ar
esyâf	اسياف	ar
esâmî	اسامی	ar
esâret	اسارت	ar
esâs	اساس	ar
esâsen	اساسا	ar
esâsât	اساسات	ar
esâtîr	اساطير	ar
esâtîz	اساتيذ	ar
esîr	اسير	ar
esîrân	اسيران	ar-fa
et'ime	اطعمه	ar
etemm	اتم	ar
etfâl	اطفال	ar
etrâf	اطراف	ar
etrâk	اتراک	ar
etvâr	اطوار	ar
etıbbâ	اطبا	ar
evbâş	اوباش	ar
evc	اوج	ar
evdiye	اودیه	ar
evhad	اوحد	ar
evhâm	اوهام	ar
evkâf	اوقاف	ar
evkât	اوقات	ar
evleviyyet	اولویت	ar
evliyâ	اوليا	ar
evlâ	اولی	ar
evlâd	اولاد	ar
evreng	اورنگ	fa
evrâd	اوراد	ar
evrâk	اوراق	ar
evsat	اوسط	ar
evsâf	اوصاف	ar
evtâd	اوتاد	ar
evvel	اول	ar
evvelbahar	اول بهار	ar-fa
evveliyyât	اوليات	ar
evvelâ	اولا	ar
evvelâhır	اول آخر	ar
evzân	اوزان	ar
evâil	اوائل	ar
evâmir	اوامر	ar
evân	اوان	ar
evâsıt	اواسط	ar
eytâm	ایتام	ar
eyvân	ایوان	fa
eyyâm	ایام	ar
eyzan	ایضا	ar
eyâlât	ایالات	ar
ezdâd	اضداد	ar
ezel	ازل	ar
ezelbeezel	ازل به ازل	ar-fa
ezeliyyet	ازليت	ar
ezelî	ازلی	ar
ezhân	اذهان	ar
ezhâr	ازهار	ar
eziyyet	اذیت	ar
ezkazâ	ازقضا	fa-ar
ezkiyâ	اذکيا	ar
ezkâr	اذکار	ar
ezmine	ازمنه	ar
ezmân	ازمان	ar
ezrak	ازرق	ar
ezvâc	ازواج	ar
ezvâk	اذواق	ar
ezyâl	اذیال	ar
ezânî	اذانی	ar
eâzım	اعاظم	ar
eş'âr	اشعار	ar
eşcâr	اشجار	ar
eşhâs	اشخاص	ar
eşhür	اسهر	ar
eşi'a	اشعه	ar
eşk	اشک	fa
eşkiyâ	اشقيا	ar
eşkâl	اشکال	ar
eşkâlûd	اشک آلود	fa
eşna'	اشنع	ar
eşref	اشرف	ar
eşrâf	اشراف	ar
fa'âl	فعال	ar
fa'âliyyet	فعاليت	ar
fahhâr	فخار	ar
fahr	فخر	ar
fahrî	فخری	ar
fahâmet	فخامت	ar
fahûr	فخور	ar
fahşâ	فحشا	ar
fakat	فقط	ar
fakd	فقد	ar
fakirhâne	فقيرخانه	ar-fa
fakr	فقر	ar
fakâhet	فقاهت	ar
fakîd	فقيد	ar
fakîh	فقيه	ar
fakîr	فقير	ar
falaka	فلقه	ar
faraziyye	فرضيه	ar
farazâ	فرضا	ar
fark	فرق	ar
fart	فرط	ar
farz	فرض	ar
farziyye	فرضيه	ar
farzâ	فرضا	ar
farîza	فریضه	ar
fasl	فصل	ar
fassâd	فصاد	ar
